epoch,train_cross_entropy,validation_accuracy,validation_cross_entropy,validation_correct_probability,elapsed_seconds
0,,0.102000000,2.323832971,0.099014422,0.250
1,1.802322275,0.738500000,1.445185323,0.261133192,2.097
2,1.293052798,0.770500000,1.109580396,0.376411322,3.942
3,1.053775411,0.803000000,0.928739500,0.454627991,5.784
4,0.915978116,0.816500000,0.817556356,0.509831167,7.637
5,0.826671785,0.826000000,0.742639526,0.549818177,9.493
6,0.763916360,0.831500000,0.688589379,0.580374569,11.339
7,0.717343207,0.839000000,0.647336739,0.603858799,13.177
8,0.680908158,0.841500000,0.615281464,0.622871584,15.003
9,0.651774682,0.844500000,0.589227986,0.638997582,16.850
10,0.627547667,0.846500000,0.567914733,0.652129164,18.697
11,0.607206270,0.849000000,0.549932393,0.663739356,20.550
12,0.589653583,0.853500000,0.534653048,0.673010540,22.401
13,0.574395210,0.854000000,0.521495120,0.681927294,24.246
14,0.560987973,0.854500000,0.509669726,0.689499516,26.099
15,0.549047455,0.857500000,0.499518304,0.696100400,27.950
16,0.538294438,0.858000000,0.490450294,0.701690478,29.804
17,0.528548962,0.857000000,0.482295844,0.707444648,31.657
18,0.519678908,0.861000000,0.474830787,0.712261730,33.529
19,0.511553341,0.863000000,0.468216228,0.716389293,35.415
20,0.504037080,0.864000000,0.461989338,0.720570412,37.321
21,0.497062522,0.864000000,0.456675829,0.724338234,39.194
22,0.490550917,0.865000000,0.451351251,0.727923009,41.070
23,0.484568684,0.864000000,0.446683861,0.731780189,42.935
24,0.478879662,0.864500000,0.442209662,0.734270392,44.788
25,0.473648576,0.867000000,0.438034460,0.737198999,46.640
26,0.468671945,0.866000000,0.434248986,0.739707883,48.487
27,0.463864499,0.867500000,0.430754741,0.741958947,50.328
28,0.459388905,0.867000000,0.427562886,0.744722476,52.216
29,0.455147868,0.868000000,0.424479895,0.746898731,54.062
30,0.451025211,0.869500000,0.421352757,0.749254106,55.919
31,0.447259403,0.868000000,0.418562998,0.750831075,57.781
32,0.443458099,0.869500000,0.415802925,0.753065637,59.637
33,0.439978774,0.870000000,0.413492906,0.754495904,61.505
34,0.436522632,0.870000000,0.411281296,0.756408031,63.362
35,0.433314174,0.869500000,0.408803464,0.757767421,65.238
36,0.430153532,0.871500000,0.406892728,0.759217777,67.112
37,0.427134654,0.872500000,0.404751914,0.760704624,68.983
38,0.424156756,0.871000000,0.402944249,0.761816273,70.860
39,0.421405847,0.870500000,0.400898573,0.763314078,72.736
40,0.418692421,0.871000000,0.399112055,0.764456397,74.610
41,0.416014825,0.872000000,0.397623394,0.765579926,76.476
42,0.413458472,0.873000000,0.395916723,0.767203151,78.332
43,0.410987097,0.873000000,0.394307942,0.768715110,80.186
44,0.408599681,0.872500000,0.392953145,0.769680087,82.044
45,0.406248086,0.873000000,0.391532665,0.770847764,83.895
46,0.404020527,0.873500000,0.389966673,0.771404721,85.755
47,0.401805095,0.873000000,0.388757141,0.772663093,87.635
48,0.399531285,0.873500000,0.387633089,0.773834374,89.431
49,0.397575408,0.873000000,0.386174822,0.774475173,91.243
50,0.395518877,0.873500000,0.385045557,0.775122148,93.051
51,0.393481590,0.874000000,0.383915942,0.776479254,94.879
52,0.391580509,0.875000000,0.382902356,0.777365197,96.695
53,0.389698480,0.873500000,0.381843409,0.777491567,98.502
54,0.387853273,0.874500000,0.380566538,0.778685548,100.338
55,0.386057714,0.875000000,0.379613748,0.779510214,102.148
56,0.384135269,0.875000000,0.378751796,0.780089988,103.981
57,0.382545348,0.875000000,0.377725127,0.780741103,105.798
58,0.380820682,0.876000000,0.376815021,0.781769419,107.591
59,0.379151615,0.874500000,0.375916151,0.782279289,109.393
60,0.377522608,0.875500000,0.374973957,0.782887210,111.198
61,0.375905655,0.875500000,0.374446630,0.783133285,112.992
62,0.374379234,0.876500000,0.373467761,0.784170221,114.777
63,0.372873124,0.877000000,0.372648142,0.784812488,116.623
64,0.371305395,0.877000000,0.371765128,0.785530210,118.441
65,0.369802567,0.875000000,0.371216372,0.786359529,120.261
66,0.368406759,0.875500000,0.370358681,0.786741730,122.063
67,0.366991991,0.876500000,0.369727459,0.786943914,123.866
68,0.365540448,0.876500000,0.369081871,0.787677175,125.669
69,0.364092995,0.877000000,0.368438442,0.788017439,127.471
70,0.362799167,0.876000000,0.367939094,0.788287624,129.279
71,0.361504445,0.878500000,0.367020117,0.789326619,131.088
72,0.360143052,0.877500000,0.366357079,0.789704986,132.924
73,0.358867725,0.878000000,0.365924367,0.790190972,134.769
74,0.357544201,0.878500000,0.365293750,0.790612109,136.587
75,0.356299594,0.876500000,0.364685756,0.791070435,138.409
