epoch,train_cross_entropy,validation_accuracy,validation_cross_entropy,validation_correct_probability,elapsed_seconds
0,,0.083000000,2.318775921,0.099733917,0.256
1,1.634500490,0.883000000,1.196894445,0.329581607,2.890
2,1.005353385,0.929000000,0.823347954,0.479241869,5.199
3,0.734911303,0.949500000,0.634954396,0.571906309,7.544
4,0.584953625,0.960500000,0.521736766,0.634513400,9.828
5,0.489304820,0.965000000,0.445567110,0.679180230,12.099
6,0.422480602,0.970000000,0.390836429,0.712764282,14.374
7,0.373000697,0.972500000,0.349228432,0.739211724,16.642
8,0.334756743,0.974000000,0.317076780,0.760143406,18.918
9,0.304217294,0.976500000,0.290642737,0.777575059,21.197
10,0.279221706,0.979000000,0.268718676,0.792516116,23.484
11,0.258449876,0.980500000,0.250360626,0.805081420,25.765
12,0.240740086,0.983000000,0.234995942,0.815706327,28.034
13,0.225560583,0.983500000,0.221151714,0.825534712,30.310
14,0.212321912,0.984000000,0.209523280,0.833836009,32.589
15,0.200676967,0.985500000,0.199105147,0.841373829,34.874
16,0.190358643,0.986000000,0.189867775,0.848011728,37.160
17,0.181164780,0.987000000,0.181663239,0.854059188,39.457
18,0.172886496,0.987000000,0.174070679,0.859600445,41.734
19,0.165415722,0.987500000,0.167235392,0.864678228,44.003
20,0.158614251,0.987500000,0.161124089,0.869276973,46.282
21,0.152382708,0.987500000,0.155339801,0.873644745,48.563
22,0.146704794,0.988000000,0.150277100,0.877435698,50.840
23,0.141438741,0.988000000,0.145373718,0.881173403,53.121
24,0.136572456,0.988500000,0.141017279,0.884487453,55.393
25,0.132088948,0.988500000,0.136931707,0.887563105,57.648
26,0.127905575,0.988500000,0.132956536,0.890641364,59.896
27,0.124006711,0.989500000,0.129452629,0.893342020,62.149
28,0.120366725,0.989500000,0.126079067,0.895927942,64.392
29,0.116930854,0.989500000,0.122993895,0.898319029,66.650
30,0.113711172,0.989500000,0.119871372,0.900749291,68.901
31,0.110681902,0.990000000,0.117099886,0.902915168,71.144
32,0.107846344,0.990000000,0.114504504,0.904970099,73.384
33,0.105158405,0.990500000,0.112052627,0.906870486,75.635
34,0.102592688,0.990500000,0.109698091,0.908736107,77.882
35,0.100160455,0.990000000,0.107337301,0.910621440,80.121
36,0.097900969,0.990500000,0.105295209,0.912184552,82.369
37,0.095711671,0.990500000,0.103316329,0.913750873,84.613
38,0.093634419,0.990500000,0.101257895,0.915391391,86.861
39,0.091636817,0.990500000,0.099567382,0.916720325,89.115
40,0.089761922,0.990000000,0.097766155,0.918174303,91.363
41,0.087956072,0.990000000,0.096100709,0.919490458,93.608
42,0.086229682,0.990500000,0.094487747,0.920767875,95.844
43,0.084568741,0.990500000,0.092899130,0.922032619,98.097
44,0.082974591,0.990500000,0.091312842,0.923338698,100.339
45,0.081468984,0.990500000,0.089910171,0.924442526,102.578
46,0.079997302,0.990500000,0.088562367,0.925533320,104.819
47,0.078583074,0.990500000,0.087209423,0.926617716,107.063
48,0.077243200,0.990500000,0.085970088,0.927607709,109.296
49,0.075930283,0.991000000,0.084730161,0.928620220,111.517
50,0.074674257,0.991000000,0.083540815,0.929593025,113.705
51,0.073462085,0.991500000,0.082471385,0.930435473,115.892
52,0.072301551,0.991000000,0.081289521,0.931402731,118.140
53,0.071168533,0.991000000,0.080243637,0.932266744,120.379
54,0.070076759,0.991500000,0.079224706,0.933076745,122.612
55,0.069024138,0.991500000,0.078228063,0.933888819,124.866
56,0.067997545,0.991500000,0.077227353,0.934706913,127.107
57,0.067008801,0.992000000,0.076308763,0.935462378,129.344
58,0.066050757,0.992000000,0.075487921,0.936130731,131.594
59,0.065120998,0.992000000,0.074495212,0.936943801,133.830
60,0.064223122,0.992000000,0.073686676,0.937601491,136.069
61,0.063352984,0.992000000,0.072869812,0.938268229,138.313
62,0.062507668,0.992500000,0.072044617,0.938939762,140.549
63,0.061676624,0.992500000,0.071261643,0.939579013,142.786
64,0.060880981,0.992500000,0.070505969,0.940187141,145.034
65,0.060102893,0.992500000,0.069789939,0.940777646,147.279
66,0.059342111,0.993000000,0.069048002,0.941383320,149.515
67,0.058608391,0.992500000,0.068370541,0.941952240,151.761
68,0.057891118,0.993000000,0.067655587,0.942535279,153.988
69,0.057192688,0.993000000,0.066985386,0.943096257,156.230
70,0.056509789,0.993000000,0.066300401,0.943661377,158.472
71,0.055835763,0.993000000,0.065709647,0.944141157,160.684
72,0.055209488,0.993000000,0.065129946,0.944623613,162.889
73,0.054576970,0.993000000,0.064492155,0.945145360,165.114
74,0.053961855,0.993000000,0.063906835,0.945628333,167.352
75,0.053350492,0.993000000,0.063380467,0.946064520,169.587
